,FISCAL_YR,FISCAL_MTH,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESC,TRANS_DT,AMT
802,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HERTZ RENT-A-CAR,CAR RENTAL,2016-09-17,487.9
803,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MCDONALD'S M6001 OF PA,FAST FOOD RESTAURANTS,2016-09-17,7.4
804,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHILADELPHIA AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2016-09-17,44.0
806,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SENTRY GROUP,MISCELLANEOUS REPAIR SHOPS AND RELATED SERVICES,2016-09-17,15.0
807,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124116878000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-17,225.49
808,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124116878000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-17,67.59
809,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124116878000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-17,56.98
810,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TGI FRIDAYS #2047,EATING PLACES RESTAURANTS,2016-09-17,16.36
811,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TGI FRIDAYS #2047,EATING PLACES RESTAURANTS,2016-09-17,16.5
812,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UNITED 0162924193634,AIRLINE,2016-09-17,-59.0
813,2017,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SOUTHWES 5262446798259,AIRLINE,2016-09-17,398.2
814,2017,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,RESTAURANT STORE -WILM,COMMERCIAL EQUIPMENT NOT ELSEWHERE CLASSIFIED,2016-09-17,19.99
815,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHEESECAKE PITTSBURGH,EATING PLACES RESTAURANTS,2016-09-18,36.0
816,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHICK-FIL-A #02680,FAST FOOD RESTAURANTS,2016-09-18,211.25
817,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,E ZPASS DE CSC00100701,BRIDGE AND ROAD FEES TOLLS,2016-09-18,25.0
818,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HAMPTON INN AND SUITES,LODGING,2016-09-18,285.2
820,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33758 SLC,LODGING,2016-09-18,358.08
821,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33758 SLC,LODGING,2016-09-18,403.08
822,2017,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS0127933848000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-18,97.7
823,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AI 0010655388440,AIRLINE,2016-09-19,42.9
826,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NIAAA,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2016-09-19,245.0
827,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NIAAA,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2016-09-19,85.0
828,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124253988000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-19,378.3
829,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372373786113,AIRLINE,2016-09-19,25.0
830,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VERIZON WRLS 0381201,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2016-09-19,299.99
831,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-19,203.92
832,2017,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,EB *SEVENTH ANNUAL CON,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2016-09-19,25.0
833,2017,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,PARKS KILLENS POND OFC,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2016-09-19,200.0
834,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CTC*CONSTANTCONTACT.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,2016-09-20,120.0
836,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL K-12/GOVT,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2016-09-20,174.4
837,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL K-12/GOVT,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2016-09-20,181.43
843,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,IDU*INSIGHT PUBLIC SEC,COMPUTER SOFTWARE STORES,2016-09-20,558.53
844,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PITTSBURGH AIRPORT,FAST FOOD RESTAURANTS,2016-09-20,8.22
845,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124323501000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-20,234.17
846,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124323501000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-20,43.28
847,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WYNDHAM GRAND PITTSB DTWN,LODGING,2016-09-20,526.68
848,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UNITED 0162422907634,AIRLINE,2016-09-22,187.6
849,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHILADELPHIA AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2016-09-21,44.0
850,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DELTA AIR 0068251266725,AIRLINE,2016-09-22,25.0
852,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DTW 3 A20 STAR10331502,FAST FOOD RESTAURANTS,2016-09-22,4.35
853,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GREEN LEAF'S 4849,FAST FOOD RESTAURANTS,2016-09-22,9.47
854,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HEARTLAND PAYMENT SYSTEMS,MISCELLANEOUS AND SPECIALTY RETAIL STORES,2016-09-22,427.0
855,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LONGHORN STEAK00052563,EATING PLACES RESTAURANTS,2016-09-22,26.88
856,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LONGHORN STEAK00052563,EATING PLACES RESTAURANTS,2016-09-22,28.03
857,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LONGHORN STEAK00052563,EATING PLACES RESTAURANTS,2016-09-22,31.84
858,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NASDTEC,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2016-09-22,520.0
859,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,OLD TOWN MEXICAN CAFE,EATING PLACES RESTAURANTS,2016-09-22,13.25
860,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *COUNCILSTAT,SCHOOLS ELEMENTARY AND SECONDARY,2016-09-22,40.0
861,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *NCSHE,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2016-09-22,495.0
862,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WYNDHAM GRND PITTSB F AND B,EATING PLACES RESTAURANTS,2016-09-22,20.12
864,2017,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,2016-09-22,172.28
865,2017,3,DEPT OF EDUCATION,ADVISORY COUNCIL,USPS 09682405035402197,POSTAL SERVICES-GOVERNMENT ONLY,2016-09-23,25.68
866,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CAFE COYOTE,EATING PLACES RESTAURANTS,2016-09-23,12.8
867,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CANDELA RESTAURANT AND PI,EATING PLACES RESTAURANTS,2016-09-23,25.88
868,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CANDELA RESTAURANT AND PI,EATING PLACES RESTAURANTS,2016-09-23,26.15
869,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CANDELA RESTAURANT AND PI,EATING PLACES RESTAURANTS,2016-09-23,32.58
870,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HMCO *BOOKS,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2016-09-23,-82.56
871,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SQ *MEXICAN MARIACHI GRIL,EATING PLACES RESTAURANTS,2016-09-23,10.97
872,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SQ *MEXICAN MARIACHI GRIL,EATING PLACES RESTAURANTS,2016-09-23,11.38
873,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SQ *MEXICAN MARIACHI GRIL,EATING PLACES RESTAURANTS,2016-09-23,9.1
874,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VERIZON WRLS 0381201,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2016-09-23,299.99
875,2017,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLES ACCOUN00687632,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-23,149.45
877,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BILL'S OLDE TAVERN,EATING PLACES RESTAURANTS,2016-09-24,10.15
878,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BILL'S OLDE TAVERN,EATING PLACES RESTAURANTS,2016-09-24,12.69
879,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BILL'S OLDE TAVERN,EATING PLACES RESTAURANTS,2016-09-24,18.99
880,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CONFERENCE CENTERS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2016-09-24,45.0
881,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CONFERENCE CENTERS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2016-09-24,80.0
882,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DELTA AIR 0068251701331,AIRLINE,2016-09-24,25.0
883,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HACIENDA HOTEL,LODGING,2016-09-24,281.76
884,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MULTI-HEALTH SYSTEMS,DIRECT MARKETING-CATALOG MERCHANTS,2016-09-24,528.0
885,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NASDTEC,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2016-09-24,470.0
886,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SAFFRON THAI,EATING PLACES RESTAURANTS,2016-09-24,10.69
887,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SAN PEETS T2W,EATING PLACES RESTAURANTS,2016-09-24,2.59
889,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124470464000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-24,92.07
890,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UNITED 0167441836700,AIRLINE,2016-09-24,381.7
891,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WYNDHAM GETTYSBURG,LODGING,2016-09-24,213.12
893,2017,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STAPLS7124470464000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-24,254.06
894,2017,3,DEPT OF EDUCATION,ADVISORY COUNCIL,DS SERVICES STANDARD COFF,NONDURABLE GOODS NOT ELSEWHERE CLASSIFIED,2016-09-25,5.97
896,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EXPEDIA*186063580028,TRAVEL,2016-09-25,7.0
897,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HAMPTON INN AND SUITES,LODGING,2016-09-25,285.2
901,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHILADELPHIA AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2016-09-25,33.0
902,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SOME GUYS BAGELS,FAST FOOD RESTAURANTS,2016-09-25,111.25
903,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372374609125,AIRLINE,2016-09-25,348.2
904,2017,3,DEPT OF EDUCATION,ADVISORY COUNCIL,COMCAST OF WILMINGTON,CABLE SATELLITE OTHER PAY TELEVISION RADIO SVCS,2016-09-26,112.9
905,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK NORTH DECK #Q96,AUTOMOBILE PARKING LOTS AND GARAGES,2016-09-26,25.0
906,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CAFFE GELATO,EATING PLACES RESTAURANTS,2016-09-26,120.0
907,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CENTERPOINT PARKING GA,AUTOMOBILE PARKING LOTS AND GARAGES,2016-09-26,11.0
908,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HOMEDEPOT.COM,HOME SUPPLY WAREHOUSE STORES,2016-09-26,389.0
909,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HOMEDEPOT.COM,HOME SUPPLY WAREHOUSE STORES,2016-09-26,55.0
910,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NASDTEC,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2016-09-26,520.0
911,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SUPERSHUTTLE EXECUCARDIA,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,2016-09-26,50.0
912,2017,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AMTRAK SHORT TERM/MQ96,AUTOMOBILE PARKING LOTS AND GARAGES,2016-09-26,35.0
913,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124674073000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-27,165.06
914,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-09-28,13.2
915,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SURVEYMONKEY.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,2016-09-28,300.0
916,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COLLEGEBOARD*PRODUCTS,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2016-09-29,170.0
917,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-09-29,13.83
918,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-09-29,30.35
919,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SEARS.COM 9301,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2016-09-29,11.5
920,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SEARS.COM 9301,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2016-09-29,148.44
921,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SEARS.COM 9301,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2016-09-29,158.79
923,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SEARS.COM 9301,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2016-09-29,4.95
924,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SEARS.COM 9301,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2016-09-29,423.2
925,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SEARS.COM 9301,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2016-09-29,47.98
926,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SEARS.COM 9301,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2016-09-29,536.37
927,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SEARS.COM 9301,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2016-09-29,67.29
929,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372374949714,AIRLINE,2016-09-29,372.2
930,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-29,147.26
931,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AIRPORT SHUTTLE SERVICE,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,2016-09-30,70.0
932,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AUNTIE ANNE'S #MD141,FAST FOOD RESTAURANTS,2016-09-30,6.34
933,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DELTA AIR 0068251578166,AIRLINE,2016-09-30,25.0
935,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FLINN SCIENTIFIC I,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,2016-09-30,180.0
936,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FLINN SCIENTIFIC I,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,2016-09-30,22.5
937,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEBANESE TAVERNA DC,EATING PLACES RESTAURANTS,2016-09-30,16.35
938,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-09-30,12.0
939,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-09-30,18.0
940,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-09-30,7.08
942,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,REDNER'S WHAREHUSE,GROCERY STORES SUPERMARKETS,2016-09-30,30.9
943,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124791687000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-30,393.73
944,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124791687000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-09-30,26.48
945,2017,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,THESALOON,EATING PLACES RESTAURANTS,2016-09-30,19.23
946,2017,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,BOXWOOD TECH,EMPLOYMENT AGENCIES TEMPORARY HELP SERVICES,2016-09-30,200.0
947,2017,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,BOXWOOD TECH,EMPLOYMENT AGENCIES TEMPORARY HELP SERVICES,2016-09-30,240.0
948,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BOS TAXI 1282,TRAVEL,2016-10-01,34.65
949,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHIPOTLE 1069,FAST FOOD RESTAURANTS,2016-10-01,11.34
951,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HOMEDEPOT.COM,HOME SUPPLY WAREHOUSE STORES,2016-10-01,29.88
952,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HOMEDEPOT.COM,HOME SUPPLY WAREHOUSE STORES,2016-10-01,298.0
953,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HOMEDEPOT.COM,HOME SUPPLY WAREHOUSE STORES,2016-10-01,74.9
954,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-10-01,13.0
955,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-10-01,9.0
956,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SQ *BOSTON TRANSPORTATION,TRAVEL,2016-10-01,35.0
957,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124848403000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-10-01,242.92
958,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VZWRLSS*MY VZ VB P,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2016-10-01,378.0
959,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WASHINGTON HILTN VALET,AUTOMOBILE PARKING LOTS AND GARAGES,2016-10-01,22.0
960,2017,4,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,EB *SEVENTH ANNUAL CON,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2016-10-01,25.0
961,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHIPOTLE 1069,FAST FOOD RESTAURANTS,2016-10-02,10.49
962,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHICK-FIL-A #02680,FAST FOOD RESTAURANTS,2016-10-02,221.4
963,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HOMEDEPOT.COM,HOME SUPPLY WAREHOUSE STORES,2016-10-02,31.6
966,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124933769000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-10-02,111.2
967,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124933769000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-10-02,215.94
968,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7124933769000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-10-02,8.14
969,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09082005335430727,POSTAL SERVICES-GOVERNMENT ONLY,2016-10-02,106.85
970,2017,4,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,IDEALIST.ORG,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2016-10-02,80.0
971,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CIDPOST SECURITY KIOSK,EATING PLACES RESTAURANTS,2016-10-03,8.97
972,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DELTA AIR 0068252416151,AIRLINE,2016-10-03,25.0
973,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARYLAND PARKING T,AUTOMOBILE PARKING LOTS AND GARAGES,2016-10-03,31.0
974,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHILADELPHIA AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2016-10-03,33.0
975,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHERATON IOWA CITY HOTEL,LODGING,2016-10-03,325.92
976,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9563593096344,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2016-10-03,22.9
977,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372182027336,AIRLINE,2016-10-03,37.0
979,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTMINSTER INC,DURABLE GOODS NOT ELSEWHERE CLASSIFIED,2016-10-03,300.0
980,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTMINSTER INC,DURABLE GOODS NOT ELSEWHERE CLASSIFIED,2016-10-03,61.48
981,2017,4,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,EB *SEVENTH ANNUAL CON,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2016-10-03,25.0
982,2017,4,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,LOWES #02795*,HOME SUPPLY WAREHOUSE STORES,2016-10-03,524.95
983,2017,4,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,LOWES #02795*,HOME SUPPLY WAREHOUSE STORES,2016-10-03,75.0
984,2017,4,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,OFFICEMAX CT*IN#504411,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,2016-10-03,630.24
985,2017,4,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS0127933848001001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-10-03,-97.7
986,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ILLINOIS PBIS NETWORK,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2016-10-04,220.0
987,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHILADELPHIA AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2016-10-04,33.0
988,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7125059754000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-10-04,106.35
989,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7125059754000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-10-04,254.06
990,2017,4,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372375598365,AIRLINE,2016-10-04,396.2
991,2017,4,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,RUTH'S WASHINGTON,EATING PLACES RESTAURANTS,2016-10-05,60.45
992,2017,4,DEPT OF EDUCATION,ADVISORY COUNCIL,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,2016-10-06,195.21
